id,text,polarity
11,i have had the tablet for a week i am a member of the apple evil ecosystem with iphone s ipad mini ipad air and macbook air while having another tablet is a bit absurd the fire hdis much more pocketable than the ipad mini and much less expensive to replace if lost therefore the niche i use it for is to carry it around while out and about much like my iphone with its most direct competitor being the iphoneplus but with a screen just big enough to read comfortablyi might use it as my alarm clock since the clock has an excellent night stand viewsince i am not a member of the googleandroid evil ecosystem inability to use those appsmusic is irrelevant to me if anything i would want the fire to be more like a cheaper smaller ipad i would like my apple newsmagazine subscriptions to be fully usable with fire apps my national geographic subscription works fine on the fire as does my nyt digital subscription but the fire nyt app is more limited than the apple one however there is enough common appsinteroperability eg outlook exchange onenote not to mind leaving the apple realm and entering the amazon dominionthe build quality of the tablet seems solid though thinnerlighter would be nicer and battery life and screen quality are excellent the accuracy and fluidity of the touch screen are comparable with an ipad the tablet seems quick but sometimes lags but so do my ipads i have not found the software to be buggy most steps and features are fairly consistent with other tablets and therefore are not hard to learn amazon should consider adding a may day option that users could purchase if they are new to tabletsthis tablet is best for something thats easy to pocket but big enough to read many could use it comfortably as a primary tablet but a higher end amazon tablet would better fill that role the size of the fire hdalso seems to eliminate many reasons for having a kindle device except for reading in the sun or next to a lightsensitive bed mate,neutral
12,i bought this for my sonyear old for christmas he loved it everything was great the sound the speed the clarity awesome it had all the games and books and music awesomebut he was outside today and it slipped from his hand and fell on the ground and the screen shattered he isso the fall could have been not more thanfeet he did not throw it down it slippedi called amazon to see if there was something that could be done it was onlymonths old nope i was told a dropping the device voided the warrantythere is no repair kit or vendor but she could offer me a discount ofa six dollar discount from the current price i bought it forso not really a discount for me while understand that electronic are fragile when you see the commercials where kindles are dropped down a fight of uncarpeted stairs or fall off a vehicle on to the pavement without a scratch lets just say dont believe the hype,neutral
13,i love this tableti am a tablet geekdont know how i got to that place because i went into tech kicking and screamingi ownhave owned st nook and all subsequent nooks kindle paperwhite kindle fire kindle hd hdhdxall samsung galaxy tablets including the noteoriginalcurrently thethe noteand currently the notephones an ipadandipad with retina and the original nexusperhaps others have escaped my memorythat said the primary tablets i currently use with any regularity are my notephone my kindle fire hdxand my notei will be adding the kindle fireto the listit surprised me with the sizeid excpected a more square device but it is about the sizeshape of an average paperbackand not a trade versioni dont get everyones comments on the back of any devicei think most people but some kind of case or cover on their devices so who caresi have afire hdcase on my devicethe whole thing is aboutthicki dont care about the camera since i use my noteas my camerai dont skype or even facetime on the ipad i mostly use my devices as ereaders and sometimes for games mostly use my large phonei also use them for web surfing email and the occasional youtube playingwhy do i like thisthe screen is greatand i probably wont put a screen protector on this as i have with all other devices the speed is fasti received a notice on my hdxthat an upgrade will be coming soonwhat i hope to use this particular device for is serious readingnonfiction religious books writing books step literatureand the likefinally for those who dont like amazons ecosystem all devices are locked into an ecosystemhowever there is a way to get some other apps onto the kindlego to wwwgetjarcom from that site you can download other nonamazon appsthe one ive downloaded onto all of my kindles is the nook appyes i can use a nook app on my kindlessince nook was my first ereader i have perhapsbooks on iti still occasionally purchase nook books especially if they are part of a series i started on nooknook also has a nook daily find which is an inexpensive title priced low for that dayand they have free fridays where a book an app and now a video often an episode of a tv show are available for freei hope this helpsi love this new size,positive
14,was everything and more then what i expected,positive
15,for the price you cannot go wrong with this tablet it actually does more than i expectedit is similar to the ipad mini that i used to owni actually have owned and still own many apple products but wanted to use this tablet to watch my prime videos and listen to music with the prime musicthe app store is okay for the kindle though not as good as the android and apple stores but sufficethe camera is an awful mp that is very noisy photography term for pixelatedthe mono speaker is such old technology the touch screen is not as responsive as my iphonethough these may seem like many complaints once again this product is less thanother tablets for that price were just phony toys for kidsyou could actually use this at your work or at schoolyou will not find a tablet like this from another company for under if you want to buy theone then formore you can i do like the fact that i can fit this in my pocket but is big enough to type notes and watch moviesi would recommend this product to my friends and family and to others and i will buy another one soon in blue in a couple weeks,neutral
16,warning if you have a limited data plan this device should only be used if you have unlimited or lots of data as it constantly transfers large amounts of data without notification even if you never stream video or musicthe first day we fired this up it used over gb of data just updating and installing free junk we did not request or wantwe paid extra not to get the adsand i would imagine that they constantly update and use even more datai have owned everykindle since the originalone and loved them allbut this one greatly disappointed mewe are rural and data is expensive but this device seems to assume that everyone has unlimited datathere does not seem to be anyway to limit its data consumption so every time you enable wireless you will have no control over how much data it usesthe touch screen seems far worse than the original fire requiring several taps to select thingsmy wife downloaded an audible book and when she tried to open it the second time the screen did not respond so she tapped it twice which then deleted the book with no notice very poor design and not nearly as well done as the original fire that we each use for hours every dayi spent my engineering career designing computers and i regard this as a device that should not have been released until the bugs were worked outbefore you sell a product the software should be updated and not require a huge update right after power upwe bought this for the size and bluetooth streaming but may have to return it if there is no way to fix the data consumption,neutral
17,if you love kindles you will love thethree of us in my household have the earlier generation kindle fire hd which we won’t part with one also has a very early kindle which he reads in bed used to it it has a light won’t give it upi am not quite an early adopter but close and i worried about buyingof these sight unseen one for my sister and two as prizes for children in a low income neighborhoodyesterday i asked my husband to try out reading his current book on a newhe didn’t put it down even though it as yet has no case and he is used to reading kindles like a book—open and closemy joy was finding all my music there all my books and emails etc who cares about the camera my husband is a professional and loves his various nikons he won’t use anything elsei care for those quick shots to capture the deer nibbling at my shrubs the dog doing something adorable the children caught in fun “i thought you were reading”i am reading no fabulous shots but it’s in my kindlei haven’t given it the full workout but i will before we deregister them and give them to worthy schoolchildrenbut they are so light and so reasonable i am thinking of buying one for my handbag… commuting airplanes doctors and dentists offices with their interminable waits coffee shops…and keeping my earlier joy the original kindle hd at bedside and syncingbased on this two day experience i won’t buy stock in amazon they can’t make a profit on these delightful and inexpensive,positive
18,let me stress that for the feature i enjoy most you must paymore to get the gb version in order to fully utilize though works with gb this is the feature that allows you to download a huge library of amazon prime free videos including many top hbo and showtime series as well as amazons transformed as i am on a trainhours a day this offline viewing is worth many times to price of this device just make sure you have the gb version as the gb version ultimately has only about gb free storage making it essentially a cloud device also when downloading videos i suggest choose the better downloading format which is the middle choice between lower and higher resolution and storage i find this to be perfectly acceptable from a viwing standpointoverall the screen resoloution and sharpness is better than i expected i agree that this can also serve as a terrific ereader and if you do not have an ipad a fun device to play games on i find the touchscreen not to always be perfectly responsive but am guessing this can be fixed by a software updatefantastic value overall,positive
19,i bought them for my boys its a perfect size for them they keep them on the charger while at school and can play them until time for bed its not my first time getting a kindle fire but first for my boys the quality is great and they are having a blast using them,positive
20,i have a kindle firest generation and i love it i didnt need the hdg tablet but i wanted something smaller and i love this size the price is so fantasticfor a tablet is such a deali wasnt sure how i would like reading on a smaller device but i actually like it better even better than my kindle ereaderi was pleasantly surprised to find that this little tablet really is much faster than my larger one and it seems to use less battery power i got lots of free apps and loaded it up with books musicand photos this didnt slow it down music does take up more storage than anything elsei had no trouble downloading books audiobooks music and pictures the tablet is very easy to navigate despite the smaller size i dont even need a stylusthis is my fourth kindle product i bought the st and rd generation ereaders and thetablet and they just keep making them better i have never had any issues other than a couple charging issues when thefirst came out but it was fixed quicklythestreams very quickly no glitches and looks fantastic it is faster than my laptop and larger tablet its amazingi do wish there was a flash for the camera especially since it is both front and rear facing i would use it more this is the only con i have foundthis is another great amazon product that comes with all the extra features they offer their customersi used to think people were crazy for reading on their phones but this isnt much bigger than some and i could read on this all day it truly is a stealupdatei am still loving this kindle i use this more then my ereader orfire i pretty much use it all the timedont get the battery saver app it would sometimes make the tablet freezei also like that on this fire i can have my reading background be a light green color i was using sepia on the other fire this may not be new to the hd fires but it is new to me and i like it,positive
21,i would recommend this for anyone,positive
22,i bought this tablet for myyear old son this past year i have spenton a cheap rca tablet andon a google nextbook thenon the hisense pro last year for christmas needless to say all of them have broke since thenfor being under adollars i cant praise it enough in comparison to the other tablets in that price bracket compared to the cheap tables i bought before this tablet is glorioussince i bought it for my son i really appreciate the sturdy structure very easy to hold and use for small hands but it also fits very comfortably in my own hands its actually easier to hold than my own tablet the fire hdxthe sleek back and pointy corners make my hands cramp up i think i dropped it five times on my face before i got the case which makes it a lot easier to holdthe picture looks fantastic for the price range very clear and bright no glare if youve bought cheap tablets before then you know how terrible the glare can be the sound is decent the touch is super easy and sensitive my son has no problems navigating through pocket minecraft added kindle unlimited freetime for kids and i am in lovei have had no problems with any lagging or crashes or even when ive stole it to surf on the interneti made the mistake of buying myyear old andyear old leappad s last year and greatly regret the money trap that comes with it games loaded directly onto the leappad range anywhere fromtoper game if your in the market for buying a tablet for your children you cannot beat this nugget with the free time cheaper full of games books kids movies that personally have my two younger kids drooling over my sons new tabletim waiting for the kids case to come out and it will be perfecton a different note i have thought about buying one for myself just to fit easily into my purse for easy reading when travelingi hope the price stays the same because i will be buying these for christmas gifts for pretty much all my nieces and nephews,positive
23,i love this tablet so far it does everything i need it to do this is my first tablet and im quite happy about it i was using the rd gen kindle its nice that its the same size as it the only drawback is that its hard to hold it up because its heavy i recommend the gb over the gb i think spending the extradollars for more space was worth it also it was nice that your amazon account came preloaded and all my books were ready to go for me as soon as i took it out of the box,positive
24,love love love coming from an apple fan owner of two previous kindles and the loving owner of an ipad mini its extremely fast compared to the original kindle fire and just really fast in general recommended for anyone but dont think it replaces an ipad if anything its a great sidekick and i do want to note how much this product has made me love amazon more and its great for teens because amazon was the first ever online shopping i ever did and the first time i could learn to buy things for myself it rewarding to wait for your products and unwrap them esp when you areand never had much of your own privilege of buying gifts for your family on your own,positive
25,i got mine yesterday and i cant stop playing with iti have a number of tablets and its my third kindle fire but its my firsttabletthat is its outstanding featureits a perfect fit in my hand when playing sudoku or other light games which are most of the games i playthis is going to be my first choice for little games from now onive watched a couple of tv shows on itim used to watching on a larger tablet but theyre fine on thiswhen i start watching my first thought is that im not going to like this small screen and the next thing i know im absorbed in the story and the screen is worldsized just like my larger screens when im watching a tv show or movieits easy to carry walking around the house while watching a show and i like thati listened to a few minutes of an audiobook and that works out nicelythe speaker is fine for that in my quiet houseits good and clear and has enough volumethere have been a few little problemswhen i type in a search phrase either in the browser or in the store about half the time when im a few letters into the description the keyboard disappearsive found that if i wait for whatever page im on to finish loading that doesnt happenim hoping this will be fixed soon in an updatein the meantime its a pretty minor problemive had a lot more and worse problems with ioson my ipad and with windows another problem is that when i adjust the brightness for reading it adjusts for the tablet overall so i have to adjust at the beginning and the end of each reading sessionthis needs to be fixed and it needs to allow lower brightness than it doesit also needs to allow more color options while readingthe sepia reduces contrast too muchthe background is improved but the text is now not dark enoughallowing us to control the text and the background separately would be much betteras it is i probably wont use it for readingi have a paperwhite so thats okay but id like to have been able to do more reading with this thing tooother than that its been very goodi wonder if this will start a new size trend among tabletsi wont be surprised if it doesbarry,positive
26,unboxing video of the kindle simple and shortthis is an amazing tableti upgraded from the original fire hd to this mini tabletwhy well first the original fire hd was getting outdated and a lot of apps i needed wouldnt work on itapps like dish anywhere did not work on the old fire hdnewer apps didnt work well or at all on the older fire oswith that being said i wanted to update to fire osfire osis a big big improvement from previous fire os systemsnew fire customers do need to keep in mind that even though fire os is based on android there is no google playyou have to use the amazon app store but i have never had any problems with thatwith the new fire os my dish network app works now the app store now has more apps and newer appsthe kindle works better with new amazon technologys such as second screen second screen did work on the original fire hd it came as an update but it was very sluggishnow with the new kindle it is fluid and works like it is supposed toanother reason i purchased this tablet was bc of its sizethis tablet will fit in your back pocket or cargo pants very easilyi know i could have got anotherinch tablet but for me theinch is the perfect sizei got into kindles originally because of their sizei dont use my tablet as a computer so i dont want a bigorinch tabletthisinch is actually my favorite size for a media devicei big plus is that amazon now includes the charger block again with their tabletsall formy original fire hd i had to purchase acharger block the block that comes with the smaller kindleinch is smaller which i likethis tablet has a much more powerful processor than the original fire hdit has two extra cores and the difference is very very noticeablethecore processor is great for multitaskingif you use services like prime music prime instant video or any other amazon service these tablets are a must they work much better than android or apple tablets using these servicesfire tablets also run apps like netflix fine so if you dont use prime netflix will work greatthe quality of this tablet is amazing have you ever felt the cheap tablets at best buyif so you know they feel and look like crap this tablet feels and looks like atablet very durable and seems to be very very well built they took time designing the tablet and that can be seen one example is the camera lots of phones and tablets put the lens flat with the back of the phone or tabletthe kindle lens is slightly lower than the back of the tablet why is this importantif you lay your tablet flat this keeps the lens from scratchinglastly i cant stress enough that if you plan to purchase this tablet thinking it is an android tablet ready to use google play and other android services you might be disappointedbut please dont purchase this tablet to leave it a bad review for something its not because its not an android google tabletits a kindle fire hd and its amazing once you get used to it special offers dont bother me plus i have found some great deals and trials through the special offersi recommend not paying the extra to turn off offers but that is just my opinioneditafter my first day using the tablet i can confirm it is a very big and welcomed upgrade over the original kindle fire hdthe screen looks much better yes it is the same resolution but the smaller screen makes it cleareranother function i have been really enjoying is the built in bluetoothi have been playing prime music on the tablet all day over my bluetooth speakersthe original fire hd also had bluetooth but the bluetooth on this new kindle seems to work much much better,positive
